	ARUA	BOMBO	BUKALASA	BUTIABA	DWOLI	ENTEBBE AIR	FT PORTAL	GONDOKORO	GULU	HOIMA	JINJA	KABALE	KAMPALA	KAMULI	KASESE	KITGUM	KOLOLO HILLS, KAMPALA	LIRA	MASAKA	MASINDI	MBALE	MBARARA	MOROTO	MOYO	MUBENDE	NAGICHOT	NIMULE	SERERE	SIMSA	SOROTI	TORORO	WADELIA
1907.04	-99.00	-99.00	-99.00	-99.00	-99.00	26.61	28.44	37.28	-99.00	-99.00	30.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	26.56	-99.00	-99.00	28.56	-99.00	-99.00	-99.00	-99.00	37.11	-99.00	-99.00	-99.00	-99.00	-99.00
1907.12	-99.00	-99.00	-99.00	-99.00	-99.00	25.44	29.83	34.83	-99.00	-99.00	30.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	26.89	30.94	-99.00	29.00	-99.00	-99.00	-99.00	-99.00	35.33	-99.00	-99.00	-99.00	-99.00	-99.00
1907.21	-99.00	-99.00	-99.00	-99.00	-99.00	28.28	29.94	37.56	-99.00	-99.00	30.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	27.28	32.67	-99.00	29.06	-99.00	-99.00	-99.00	-99.00	37.50	-99.00	-99.00	-99.00	-99.00	-99.00
1907.29	-99.00	-99.00	-99.00	-99.00	-99.00	24.39	30.00	34.28	-99.00	-99.00	28.72	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	26.44	27.33	-99.00	27.61	-99.00	-99.00	-99.00	-99.00	38.17	-99.00	-99.00	-99.00	-99.00	-99.00
1907.37	-99.00	-99.00	-99.00	-99.00	-99.00	24.89	30.11	32.61	-99.00	-99.00	28.06	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	24.22	24.11	-99.00	28.28	-99.00	-99.00	-99.00	-99.00	36.06	-99.00	-99.00	-99.00	-99.00	-99.00
1907.46	-99.00	-99.00	-99.00	-99.00	-99.00	24.50	28.22	-99.00	-99.00	-99.00	26.44	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	24.78	26.72	-99.00	28.11	-99.00	-99.00	-99.00	-99.00	36.39	-99.00	-99.00	-99.00	-99.00	-99.00
1907.54	-99.00	-99.00	-99.00	-99.00	-99.00	23.44	27.44	29.00	-99.00	-99.00	24.72	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	25.44	25.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	30.44	-99.00	-99.00	-99.00	-99.00	-99.00
1907.62	-99.00	-99.00	-99.00	-99.00	-99.00	24.61	27.22	28.83	-99.00	-99.00	26.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	26.28	25.72	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	31.72	-99.00	-99.00	-99.00	-99.00	-99.00
1907.71	-99.00	-99.00	-99.00	-99.00	-99.00	26.39	27.06	31.11	-99.00	-99.00	27.78	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	26.44	26.61	-99.00	27.89	-99.00	-99.00	-99.00	-99.00	32.72	-99.00	-99.00	-99.00	-99.00	-99.00
1907.79	-99.00	-99.00	-99.00	-99.00	-99.00	26.94	25.89	32.56	-99.00	-99.00	28.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	28.00	-99.00	-99.00	28.44	-99.00	-99.00	-99.00	-99.00	35.33	-99.00	-99.00	-99.00	-99.00	-99.00
1907.87	-99.00	-99.00	-99.00	-99.00	-99.00	26.83	26.39	32.72	-99.00	-99.00	28.44	-99.00	26.50	-99.00	-99.00	-99.00	-99.00	-99.00	25.33	-99.00	-99.00	26.11	-99.00	-99.00	-99.00	-99.00	34.83	-99.00	-99.00	-99.00	-99.00	-99.00
1907.96	-99.00	-99.00	-99.00	-99.00	-99.00	26.28	26.94	35.72	-99.00	-99.00	28.44	-99.00	27.50	-99.00	-99.00	-99.00	-99.00	-99.00	25.11	29.56	-99.00	29.00	-99.00	-99.00	-99.00	-99.00	36.00	-99.00	-99.00	-99.00	-99.00	-99.00
1908.04	-99.00	-99.00	-99.00	-99.00	-99.00	27.39	27.06	36.39	-99.00	-99.00	30.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	27.17	31.22	-99.00	30.72	-99.00	-99.00	-99.00	-99.00	38.33	-99.00	-99.00	-99.00	-99.00	-99.00
1908.12	-99.00	-99.00	-99.00	-99.00	-99.00	26.17	27.78	37.33	-99.00	-99.00	27.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	25.72	31.78	-99.00	28.61	-99.00	-99.00	-99.00	-99.00	37.61	-99.00	-99.00	-99.00	-99.00	-99.00
1908.21	-99.00	-99.00	-99.00	-99.00	-99.00	27.89	-99.00	39.39	-99.00	-99.00	27.11	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	27.50	31.22	-99.00	28.06	-99.00	-99.00	-99.00	-99.00	40.67	-99.00	-99.00	-99.00	-99.00	-99.00
