	ARUA	BOMBO	BUKALASA	BUTIABA	DWOLI	ENTEBBE AIR	FT PORTAL	GONDOKORO	GULU	HOIMA	JINJA	KABALE	KAMPALA	KAMULI	KASESE	KITGUM	KOLOLO HILLS, KAMPALA	LIRA	MASAKA	MASINDI	MBALE	MBARARA	MOROTO	MOYO	MUBENDE	NAGICHOT	NIMULE	SERERE	SIMSA	SOROTI	TORORO	WADELIA
1906.21	-99.00	-99.00	-99.00	-99.00	-99.00	18.17	16.78	21.22	-99.00	-99.00	17.50	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.94	-99.00	-99.00	12.00	-99.00	-99.00	-99.00	-99.00	20.28	-99.00	-99.00	-99.00	-99.00	18.61
1906.29	-99.00	-99.00	-99.00	-99.00	-99.00	17.17	-99.00	21.89	-99.00	-99.00	19.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.72	-99.00	-99.00	11.83	-99.00	-99.00	-99.00	-99.00	20.39	-99.00	-99.00	-99.00	-99.00	21.50
1906.37	-99.00	-99.00	-99.00	-99.00	-99.00	17.83	14.33	21.61	-99.00	-99.00	19.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	17.17	-99.00	-99.00	12.22	-99.00	-99.00	-99.00	-99.00	19.89	-99.00	-99.00	-99.00	-99.00	22.22
1906.46	-99.00	-99.00	-99.00	-99.00	-99.00	17.00	14.89	19.72	-99.00	-99.00	19.67	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.94	-99.00	-99.00	10.94	-99.00	-99.00	-99.00	-99.00	19.28	-99.00	-99.00	-99.00	-99.00	20.06
1906.54	-99.00	-99.00	-99.00	-99.00	-99.00	15.89	14.89	20.00	-99.00	-99.00	18.61	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.06	-99.00	-99.00	10.39	-99.00	-99.00	-99.00	-99.00	17.72	-99.00	-99.00	-99.00	-99.00	-99.00
1906.62	-99.00	-99.00	-99.00	-99.00	-99.00	16.11	14.83	20.33	-99.00	-99.00	19.11	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.17	-99.00	-99.00	10.78	-99.00	-99.00	-99.00	-99.00	18.61	-99.00	-99.00	-99.00	-99.00	-99.00
1906.71	-99.00	-99.00	-99.00	-99.00	-99.00	16.50	14.94	20.56	-99.00	-99.00	19.61	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.00	17.11	-99.00	10.78	-99.00	-99.00	-99.00	-99.00	19.56	-99.00	-99.00	-99.00	-99.00	-99.00
1906.79	-99.00	-99.00	-99.00	-99.00	-99.00	16.78	14.89	20.28	-99.00	-99.00	19.78	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.78	17.56	-99.00	10.61	-99.00	-99.00	-99.00	-99.00	18.83	-99.00	-99.00	-99.00	-99.00	-99.00
1906.87	-99.00	-99.00	-99.00	-99.00	-99.00	17.11	13.89	20.22	-99.00	-99.00	17.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.72	-99.00	-99.00	11.00	-99.00	-99.00	-99.00	-99.00	19.89	-99.00	-99.00	-99.00	-99.00	-99.00
1906.96	-99.00	-99.00	-99.00	-99.00	-99.00	17.17	10.89	18.28	-99.00	-99.00	16.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.72	17.44	-99.00	11.00	-99.00	-99.00	-99.00	-99.00	18.50	-99.00	-99.00	-99.00	-99.00	-99.00
1907.04	-99.00	-99.00	-99.00	-99.00	-99.00	18.11	12.22	18.89	-99.00	-99.00	17.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.17	-99.00	-99.00	14.33	-99.00	-99.00	-99.00	-99.00	21.33	-99.00	-99.00	-99.00	-99.00	-99.00
1907.12	-99.00	-99.00	-99.00	-99.00	-99.00	17.50	11.11	20.00	-99.00	-99.00	17.44	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.83	17.78	-99.00	11.44	-99.00	-99.00	-99.00	-99.00	19.28	-99.00	-99.00	-99.00	-99.00	-99.00
1907.21	-99.00	-99.00	-99.00	-99.00	-99.00	18.39	11.11	20.00	-99.00	-99.00	19.11	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	16.06	20.06	-99.00	12.50	-99.00	-99.00	-99.00	-99.00	17.94	-99.00	-99.00	-99.00	-99.00	-99.00
1907.29	-99.00	-99.00	-99.00	-99.00	-99.00	17.78	12.78	20.94	-99.00	-99.00	19.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.89	18.72	-99.00	14.11	-99.00	-99.00	-99.00	-99.00	20.06	-99.00	-99.00	-99.00	-99.00	-99.00
1907.37	-99.00	-99.00	-99.00	-99.00	-99.00	17.50	12.89	20.61	-99.00	-99.00	19.83	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.78	17.67	-99.00	11.33	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00
1907.46	-99.00	-99.00	-99.00	-99.00	-99.00	17.00	10.78	-99.00	-99.00	-99.00	17.17	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.33	17.72	-99.00	11.39	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00
1907.54	-99.00	-99.00	-99.00	-99.00	-99.00	16.11	11.33	19.83	-99.00	-99.00	17.83	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.83	17.61	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.06	-99.00	-99.00	-99.00	-99.00	-99.00
1907.62	-99.00	-99.00	-99.00	-99.00	-99.00	15.50	10.72	20.06	-99.00	-99.00	16.06	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.78	17.89	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	18.83	-99.00	-99.00	-99.00	-99.00	-99.00
1907.71	-99.00	-99.00	-99.00	-99.00	-99.00	16.39	11.11	20.11	-99.00	-99.00	16.39	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.28	17.67	-99.00	12.83	-99.00	-99.00	-99.00	-99.00	20.61	-99.00	-99.00	-99.00	-99.00	-99.00
1907.79	-99.00	-99.00	-99.00	-99.00	-99.00	17.22	11.78	19.33	-99.00	-99.00	21.67	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	15.33	-99.00	-99.00	11.00	-99.00	-99.00	-99.00	-99.00	19.11	-99.00	-99.00	-99.00	-99.00	-99.00
1907.87	-99.00	-99.00	-99.00	-99.00	-99.00	16.94	12.72	18.67	-99.00	-99.00	17.56	-99.00	17.22	-99.00	-99.00	-99.00	-99.00	-99.00	15.67	17.28	-99.00	16.06	-99.00	-99.00	-99.00	-99.00	18.72	-99.00	-99.00	-99.00	-99.00	-99.00
1907.96	-99.00	-99.00	-99.00	-99.00	-99.00	17.00	9.89	18.06	-99.00	-99.00	16.28	-99.00	16.83	-99.00	-99.00	-99.00	-99.00	-99.00	15.39	18.06	-99.00	13.50	-99.00	-99.00	-99.00	-99.00	19.56	-99.00	-99.00	-99.00	-99.00	-99.00
1908.04	-99.00	-99.00	-99.00	-99.00	-99.00	17.67	11.61	18.61	-99.00	-99.00	15.89	-99.00	17.83	-99.00	-99.00	-99.00	-99.00	-99.00	16.56	18.61	-99.00	9.33	-99.00	-99.00	-99.00	-99.00	22.28	-99.00	-99.00	-99.00	-99.00	-99.00
1908.12	-99.00	-99.00	-99.00	-99.00	-99.00	17.11	11.67	19.78	-99.00	-99.00	15.50	-99.00	18.67	-99.00	-99.00	-99.00	-99.00	-99.00	16.11	19.00	-99.00	8.28	-99.00	-99.00	-99.00	-99.00	21.17	-99.00	-99.00	-99.00	-99.00	-99.00
1908.21	-99.00	-99.00	-99.00	-99.00	-99.00	18.50	-99.00	21.67	-99.00	-99.00	16.00	-99.00	20.61	-99.00	-99.00	-99.00	-99.00	-99.00	16.83	17.78	-99.00	7.39	-99.00	-99.00	-99.00	-99.00	23.06	-99.00	-99.00	-99.00	-99.00	-99.00
