	ARUA	BOMBO	BUKALASA	BUTIABA	DWOLI	ENTEBBE AIR	FT PORTAL	GONDOKORO	GULU	HOIMA	JINJA	KABALE	KAMPALA	KAMULI	KASESE	KITGUM	KOLOLO HILLS, KAMPALA	LIRA	MASAKA	MASINDI	MBALE	MBARARA	MOROTO	MOYO	MUBENDE	NAGICHOT	NIMULE	SERERE	SIMSA	SOROTI	TORORO	WADELIA
1906.29	-99.00	-99.00	-99.00	-99.00	-99.00	21.03	-99.00	27.86	-99.00	-99.00	23.44	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.75	-99.00	-99.00	19.28	-99.00	-99.00	-99.00	-99.00	27.11	-99.00	-99.00	-99.00	-99.00	27.22
1906.37	-99.00	-99.00	-99.00	-99.00	-99.00	21.58	20.44	27.00	-99.00	-99.00	23.61	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.50	-99.00	-99.00	19.36	-99.00	-99.00	-99.00	-99.00	26.81	-99.00	-99.00	-99.00	-99.00	28.17
1906.46	-99.00	-99.00	-99.00	-99.00	-99.00	20.58	20.42	25.50	-99.00	-99.00	23.58	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.31	-99.00	-99.00	19.36	-99.00	-99.00	-99.00	-99.00	25.33	-99.00	-99.00	-99.00	-99.00	25.03
1906.54	-99.00	-99.00	-99.00	-99.00	-99.00	20.19	19.92	24.64	-99.00	-99.00	22.78	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.31	-99.00	-99.00	18.75	-99.00	-99.00	-99.00	-99.00	24.06	-99.00	-99.00	-99.00	-99.00	-99.00
1906.62	-99.00	-99.00	-99.00	-99.00	-99.00	20.22	19.61	25.06	-99.00	-99.00	23.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	19.47	-99.00	-99.00	19.50	-99.00	-99.00	-99.00	-99.00	24.92	-99.00	-99.00	-99.00	-99.00	-99.00
1906.71	-99.00	-99.00	-99.00	-99.00	-99.00	20.81	19.89	25.50	-99.00	-99.00	23.67	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.00	21.64	-99.00	19.61	-99.00	-99.00	-99.00	-99.00	25.72	-99.00	-99.00	-99.00	-99.00	-99.00
1906.79	-99.00	-99.00	-99.00	-99.00	-99.00	21.36	20.42	26.08	-99.00	-99.00	24.06	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.28	22.36	-99.00	19.53	-99.00	-99.00	-99.00	-99.00	26.64	-99.00	-99.00	-99.00	-99.00	-99.00
1906.87	-99.00	-99.00	-99.00	-99.00	-99.00	21.81	20.69	27.36	-99.00	-99.00	23.44	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.64	-99.00	-99.00	19.67	-99.00	-99.00	-99.00	-99.00	27.83	-99.00	-99.00	-99.00	-99.00	-99.00
1906.96	-99.00	-99.00	-99.00	-99.00	-99.00	21.64	19.56	26.89	-99.00	-99.00	23.11	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.56	23.47	-99.00	19.75	-99.00	-99.00	-99.00	-99.00	27.03	-99.00	-99.00	-99.00	-99.00	-99.00
1907.04	-99.00	-99.00	-99.00	-99.00	-99.00	22.36	20.33	28.08	-99.00	-99.00	23.78	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.36	-99.00	-99.00	21.44	-99.00	-99.00	-99.00	-99.00	29.22	-99.00	-99.00	-99.00	-99.00	-99.00
1907.12	-99.00	-99.00	-99.00	-99.00	-99.00	21.47	20.47	27.42	-99.00	-99.00	23.72	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.36	24.36	-99.00	20.22	-99.00	-99.00	-99.00	-99.00	27.31	-99.00	-99.00	-99.00	-99.00	-99.00
1907.21	-99.00	-99.00	-99.00	-99.00	-99.00	23.33	20.53	28.78	-99.00	-99.00	25.03	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.67	26.36	-99.00	20.78	-99.00	-99.00	-99.00	-99.00	27.72	-99.00	-99.00	-99.00	-99.00	-99.00
1907.29	-99.00	-99.00	-99.00	-99.00	-99.00	21.08	21.39	27.61	-99.00	-99.00	24.33	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.17	23.03	-99.00	20.86	-99.00	-99.00	-99.00	-99.00	29.11	-99.00	-99.00	-99.00	-99.00	-99.00
1907.37	-99.00	-99.00	-99.00	-99.00	-99.00	21.19	21.50	26.61	-99.00	-99.00	23.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.00	20.89	-99.00	19.81	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00
1907.46	-99.00	-99.00	-99.00	-99.00	-99.00	20.75	19.50	-99.00	-99.00	-99.00	21.81	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.06	22.22	-99.00	19.75	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00
1907.54	-99.00	-99.00	-99.00	-99.00	-99.00	19.78	19.39	24.42	-99.00	-99.00	21.28	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.64	21.78	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	25.75	-99.00	-99.00	-99.00	-99.00	-99.00
1907.62	-99.00	-99.00	-99.00	-99.00	-99.00	20.06	18.97	24.44	-99.00	-99.00	21.03	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.03	21.81	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	25.28	-99.00	-99.00	-99.00	-99.00	-99.00
1907.71	-99.00	-99.00	-99.00	-99.00	-99.00	21.39	19.08	25.61	-99.00	-99.00	22.08	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.86	22.14	-99.00	20.36	-99.00	-99.00	-99.00	-99.00	26.67	-99.00	-99.00	-99.00	-99.00	-99.00
1907.79	-99.00	-99.00	-99.00	-99.00	-99.00	22.08	18.83	25.94	-99.00	-99.00	24.83	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.67	-99.00	-99.00	19.72	-99.00	-99.00	-99.00	-99.00	27.22	-99.00	-99.00	-99.00	-99.00	-99.00
1907.87	-99.00	-99.00	-99.00	-99.00	-99.00	21.89	19.56	25.69	-99.00	-99.00	23.00	-99.00	21.86	-99.00	-99.00	-99.00	-99.00	-99.00	20.50	-99.00	-99.00	21.08	-99.00	-99.00	-99.00	-99.00	26.78	-99.00	-99.00	-99.00	-99.00	-99.00
1907.96	-99.00	-99.00	-99.00	-99.00	-99.00	21.64	18.42	26.89	-99.00	-99.00	22.36	-99.00	22.17	-99.00	-99.00	-99.00	-99.00	-99.00	20.25	23.81	-99.00	21.25	-99.00	-99.00	-99.00	-99.00	27.78	-99.00	-99.00	-99.00	-99.00	-99.00
1908.04	-99.00	-99.00	-99.00	-99.00	-99.00	22.53	19.33	27.50	-99.00	-99.00	22.94	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	21.86	24.92	-99.00	20.03	-99.00	-99.00	-99.00	-99.00	30.31	-99.00	-99.00	-99.00	-99.00	-99.00
1908.12	-99.00	-99.00	-99.00	-99.00	-99.00	21.64	19.72	28.56	-99.00	-99.00	21.53	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	20.92	25.39	-99.00	18.44	-99.00	-99.00	-99.00	-99.00	29.39	-99.00	-99.00	-99.00	-99.00	-99.00
1908.21	-99.00	-99.00	-99.00	-99.00	-99.00	23.19	-99.00	30.53	-99.00	-99.00	21.56	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	-99.00	22.17	24.50	-99.00	17.72	-99.00	-99.00	-99.00	-99.00	31.86	-99.00	-99.00	-99.00	-99.00	-99.00
