id	modified	institutionCode	collectionCode	basisOfRecord	catalogNumber	eventDate	fieldNumber	continent	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
OBSNEV:SINFONEVADA:SINFON-103-005717-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-005717-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Pinus sylvestris Lour.	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	sylvestris		Lour.
OBSNEV:SINFONEVADA:SINFON-103-005720-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-005720-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Pinus uncinata Steud.	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	uncinata		Steud.
OBSNEV:SINFONEVADA:SINFON-103-008208-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-008208-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Genista umbellata Salzm. ex DC.	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Genista	umbellata		Salzm. ex DC.
OBSNEV:SINFONEVADA:SINFON-103-008211-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-008211-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Genista versicolor Boiss. ex Steud.	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Genista	versicolor		Boiss. ex Steud.
OBSNEV:SINFONEVADA:SINFON-103-008914-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-008914-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Eryngium campestre L.	Plantae	Magnoliophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	campestre		L.
OBSNEV:SINFONEVADA:SINFON-103-009582-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-009582-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Marrubium supinum Hu. ex C.Pei	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Lamiaceae	Marrubium	supinum		Hu. ex C.Pei
OBSNEV:SINFONEVADA:SINFON-103-010873-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-010873-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Hieracium pilosella subsp. tricholepium Nägeli & Peter	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	pilosella	tricholepium	Nägeli & Peter
OBSNEV:SINFONEVADA:SINFON-103-029599-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-103-029599-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2295	2295	37.08212809	-3.129398753	1	Festuca indigesta Boiss.	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Festuca	indigesta		Boiss.
OBSNEV:SINFONEVADA:SINFON-104-005708-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-005708-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Pinus nigra Aiton	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	nigra		Aiton
OBSNEV:SINFONEVADA:SINFON-104-005717-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-005717-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Pinus sylvestris Lour.	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	sylvestris		Lour.
OBSNEV:SINFONEVADA:SINFON-104-007277-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-007277-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Hormathophylla spinosa (L.) P.Küpfer	Plantae	Magnoliophyta	Magnoliopsida	Brassicales	Brassicaceae	Hormathophylla	spinosa		(L.) P.Küpfer
OBSNEV:SINFONEVADA:SINFON-104-008211-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-008211-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Genista versicolor Boiss. ex Steud.	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Genista	versicolor		Boiss. ex Steud.
OBSNEV:SINFONEVADA:SINFON-104-008673-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-008673-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Euphorbia nevadensis Boiss. & Reut.	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	nevadensis		Boiss. & Reut.
OBSNEV:SINFONEVADA:SINFON-104-010873-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-010873-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Hieracium pilosella subsp. tricholepium Nägeli & Peter	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	pilosella	tricholepium	Nägeli & Peter
OBSNEV:SINFONEVADA:SINFON-104-029599-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-104-029599-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2340	2340	37.05488166	-3.149147295	1	Festuca indigesta Boiss.	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Festuca	indigesta		Boiss.
OBSNEV:SINFONEVADA:SINFON-105-005708-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-005708-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Pinus nigra Aiton	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	nigra		Aiton
OBSNEV:SINFONEVADA:SINFON-105-005717-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-005717-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Pinus sylvestris Lour.	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	sylvestris		Lour.
OBSNEV:SINFONEVADA:SINFON-105-005966-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-005966-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Berberis hispanica Boiss. & Reut.	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	hispanica		Boiss. & Reut.
OBSNEV:SINFONEVADA:SINFON-105-007277-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-007277-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Hormathophylla spinosa (L.) P.Küpfer	Plantae	Magnoliophyta	Magnoliopsida	Brassicales	Brassicaceae	Hormathophylla	spinosa		(L.) P.Küpfer
OBSNEV:SINFONEVADA:SINFON-105-007957-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-007957-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Sanguisorba minor Scop.	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba	minor		Scop.
OBSNEV:SINFONEVADA:SINFON-105-008211-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-008211-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Genista versicolor Boiss. ex Steud.	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Genista	versicolor		Boiss. ex Steud.
OBSNEV:SINFONEVADA:SINFON-105-008643-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-008643-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Euphorbia characias L.	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	characias		L.
OBSNEV:SINFONEVADA:SINFON-105-009026-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-009026-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Bupleurum spinosum Gouan	Plantae	Magnoliophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	spinosum		Gouan
OBSNEV:SINFONEVADA:SINFON-105-010058-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-010058-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Digitalis purpurea L.	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Digitalis	purpurea		L.
OBSNEV:SINFONEVADA:SINFON-105-010873-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-010873-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Hieracium pilosella subsp. tricholepium Nägeli & Peter	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	pilosella	tricholepium	Nägeli & Peter
OBSNEV:SINFONEVADA:SINFON-105-029599-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-029599-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Festuca indigesta Boiss.	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Festuca	indigesta		Boiss.
OBSNEV:SINFONEVADA:SINFON-105-096480-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-105-096480-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2162	2162	37.04601083	-3.149714716	1	Acinos alpinus Moench subsp. meridionalis (Nyman) P.W.Ball	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Lamiaceae	Acinos	alpinus	meridionalis	(Nyman) P.W.Ball
OBSNEV:SINFONEVADA:SINFON-106-005708-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-005708-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Pinus nigra Aiton	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	nigra		Aiton
OBSNEV:SINFONEVADA:SINFON-106-005717-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-005717-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Pinus sylvestris Lour.	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	sylvestris		Lour.
OBSNEV:SINFONEVADA:SINFON-106-005966-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-005966-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Berberis hispanica Boiss. & Reut.	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	hispanica		Boiss. & Reut.
OBSNEV:SINFONEVADA:SINFON-106-007277-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-007277-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Hormathophylla spinosa (L.) P.Küpfer	Plantae	Magnoliophyta	Magnoliopsida	Brassicales	Brassicaceae	Hormathophylla	spinosa		(L.) P.Küpfer
OBSNEV:SINFONEVADA:SINFON-106-008211-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-008211-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Genista versicolor Boiss. ex Steud.	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Genista	versicolor		Boiss. ex Steud.
OBSNEV:SINFONEVADA:SINFON-106-009026-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-009026-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Bupleurum spinosum Gouan	Plantae	Magnoliophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	spinosum		Gouan
OBSNEV:SINFONEVADA:SINFON-106-010873-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-010873-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Hieracium pilosella subsp. tricholepium Nägeli & Peter	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	pilosella	tricholepium	Nägeli & Peter
OBSNEV:SINFONEVADA:SINFON-106-012260-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-106-012260-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2194	2194	37.0459962	-3.160892956	1	Stipa tenacissima L.	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Stipa	tenacissima		L.
OBSNEV:SINFONEVADA:SINFON-107-005708-20041027	2013-06-20T11:18:18	OBSNEV	SINFONEVADA	HumanObservation	SINFON-107-005708-20041027	2004-10-27 & 2004-10-27		Europe	ESP	GR	ALPUJARRA DE LA SIERRA		2022	2022	37.03703583	-3.160964005	1	Pinus nigra Aiton	Plantae	Pinophyta	Pinopsida	Pinales	Pinaceae	Pinus	nigra		Aiton
